dataset,accuracy,dataset_tag,f1_macro,labels,n,out_dir,preds_csv
UNSW-NB15,0.874268,unsw_bin,0.865582,['Benign', 'Others'],175341,reports/unsw_bin,outputs/eval_unsw/preds.csv
CIC-IDS2018,0.933080,cic,0.764278,['Benign', 'Bot', 'BruteForce', 'DDoS', 'DoS', 'Others', 'Web'],100000,reports/cic,outputs/eval_cic/preds.csv
